feature_name,source_factor,source_factor_id,transformation,category,economic_meaning,available_date,missing_rate,usage_type,classification,correlation_cluster
realized_vol_120__cs_robust_z,已实现波动率,24,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,波动率与风险,历史二次变差估计未来风险状态,因子日T收盘后形成，T+1开盘可用,0.0319240231134504,risk,D,37.0
realized_vol_120__missing,已实现波动率,24,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,D,37.0
vol_managed_momentum_120__cs_robust_z,波动率管理动量,42,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,趋势与动量,按波动缩放可稳定不同品种风险预算,因子日T收盘后形成，T+1开盘可用,0.0574689627553063,risk,D,30.0
vol_managed_momentum_120__missing,波动率管理动量,42,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,D,30.0
carry__cs_robust_z,Carry,5,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,期限结构反映便利收益、库存压力与持有补偿,因子日T收盘后形成，T+1开盘可用,0.0091681446306996,predictor,A,10.0
curve_curvature__cs_robust_z,期限结构曲率,10,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,曲线中部异常可能反映局部供需与换月压力,因子日T收盘后形成，T+1开盘可用,0.0166771554436752,predictor,B,11.0
curve_curvature__missing,期限结构曲率,10,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,11.0
term_structure_slope__cs_robust_z,期限结构斜率,44,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,整条曲线斜率比两点Carry更稳健,因子日T收盘后形成，T+1开盘可用,0.0091681446306996,predictor,A,34.0
basis_momentum_5__cs_robust_z,基差动量,9,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,近月相对远月走强刻画曲线动态收紧,因子日T收盘后形成，T+1开盘可用,0.0130013158647519,predictor,B,7.0
basis_momentum_5__missing,基差动量,9,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,7.0
carry_change_20__cs_robust_z,Carry变化,6,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,期限结构边际收紧可能先于价格调整,因子日T收盘后形成，T+1开盘可用,0.0196950626466045,predictor,B,8.0
carry_change_20__missing,Carry变化,6,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,8.0
basis_momentum_20__cs_robust_z,基差动量,9,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,近月相对远月走强刻画曲线动态收紧,因子日T收盘后形成，T+1开盘可用,0.0196950626466045,predictor,B,8.0
basis_momentum_20__missing,基差动量,9,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,8.0
carry_change_60__cs_robust_z,Carry变化,6,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,期限结构边际收紧可能先于价格调整,因子日T收盘后形成，T+1开盘可用,0.0370301504662738,predictor,B,9.0
carry_change_60__missing,Carry变化,6,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,9.0
basis_momentum_60__cs_robust_z,基差动量,9,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,近月相对远月走强刻画曲线动态收紧,因子日T收盘后形成，T+1开盘可用,0.0370301504662738,predictor,B,9.0
basis_momentum_60__missing,基差动量,9,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,9.0
term_structure_momentum_60__cs_robust_z,期限结构动量,45,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,曲线持续收紧可能代表供需冲击延续,因子日T收盘后形成，T+1开盘可用,0.0370301504662738,predictor,B,35.0
term_structure_momentum_60__missing,期限结构动量,45,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,35.0
reversal_5__cs_robust_z,短期反转,12,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,价值与均值回复,短期流动性冲击与过度反应可能反向修复,因子日T收盘后形成，T+1开盘可用,0.0021454316608501,predictor,B,22.0
reversal_20__cs_robust_z,短期反转,12,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,价值与均值回复,短期流动性冲击与过度反应可能反向修复,因子日T收盘后形成，T+1开盘可用,0.0085817266434006,predictor,B,31.0
volume_shock_20__cs_robust_z,成交量冲击,21,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,交易行为与资金流,异常成交代表关注、信息或流动性冲击,因子日T收盘后形成，T+1开盘可用,0.0094828079409577,conditional,C,2.0
volume_shock_60__cs_robust_z,成交量冲击,21,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,交易行为与资金流,异常成交代表关注、信息或流动性冲击,因子日T收盘后形成，T+1开盘可用,0.0183362892613993,conditional,C,3.0
volume_shock_60__missing,成交量冲击,21,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,C,3.0
oi_surprise_60__cs_robust_z,持仓意外,52,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,交易行为与资金流,异常持仓变化刻画非正常资金进入或退出,因子日T收盘后形成，T+1开盘可用,0.0195806396246924,predictor,B,1.0
oi_surprise_60__missing,持仓意外,52,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,1.0
amihud_20__cs_robust_z,Amihud非流动性,22,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,交易行为与资金流,单位成交额价格冲击刻画流动性风险,因子日T收盘后形成，T+1开盘可用,0.0106985525487728,risk,D,40.0
amihud_20__missing,Amihud非流动性,22,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,D,40.0
volume_oi_turnover__cs_robust_z,成交量—持仓量换手率,23,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,交易行为与资金流,交易活跃度相对存量持仓刻画换手与拥挤,因子日T收盘后形成，T+1开盘可用,0.0046055266319583,conditional,C,39.0
realized_skew_60__cs_robust_z,已实现偏度,26,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,波动率与风险,收益不对称刻画尾部风险与彩票偏好,因子日T收盘后形成，T+1开盘可用,0.0194948223582584,risk,D,16.0
realized_skew_60__missing,已实现偏度,26,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,D,16.0
realized_skew_120__cs_robust_z,已实现偏度,26,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,波动率与风险,收益不对称刻画尾部风险与彩票偏好,因子日T收盘后形成，T+1开盘可用,0.0319240231134504,risk,D,17.0
realized_skew_120__missing,已实现偏度,26,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,D,17.0
seasonality_3y_month__cs_robust_z,季节性,27,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,价值与均值回复,生产消费季节周期可能形成重复价格模式,因子日T收盘后形成，T+1开盘可用,0.3132902339950798,predictor,B,41.0
seasonality_3y_month__missing,季节性,27,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,41.0
idiosyncratic_vol_60__cs_robust_z,特质波动,43,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,波动率与风险,剔除共同冲击后的剩余风险刻画品种特异性,因子日T收盘后形成，T+1开盘可用,0.0194948223582584,risk,D,38.0
idiosyncratic_vol_60__missing,特质波动,43,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,D,38.0
correlation_risk_20_120__cs_robust_z,相关性风险,57,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,波动率与风险,相关性突然上升刻画系统性风险暴露,因子日T收盘后形成，T+1开盘可用,0.0335688540534355,risk,D,42.0
correlation_risk_20_120__missing,相关性风险,57,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,D,42.0
volume_price_divergence_20__cs_robust_z,量价背离,53,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,交易行为与资金流,价格趋势缺少成交确认可能较脆弱,因子日T收盘后形成，T+1开盘可用,0.0412494993992791,conditional,C,33.0
volume_price_divergence_20__missing,量价背离,53,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,C,33.0
interaction__tsmom_20__oi_surprise_20__cs_robust_z,因子交互,54,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,非线性交互,经济相关因子同时出现时可能产生非加性信息,因子日T收盘后形成，T+1开盘可用,0.0156902568796841,predictor,B,6.0
interaction__tsmom_20__oi_surprise_20__missing,因子交互,54,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,6.0
orth__carry_change_20__vs__basis_momentum_20,Carry变化,6,同日横截面对簇代表basis_momentum_20回归后的残差,期限结构与Carry,保留carry_change_20相对高相关代表因子的增量部分,因子日T收盘后形成，T+1开盘可用,0.0074374964242805,orthogonalized_predictor,B,8.0
orth__basis_momentum_60__vs__carry_change_60,基差动量,9,同日横截面对簇代表carry_change_60回归后的残差,期限结构与Carry,保留basis_momentum_60相对高相关代表因子的增量部分,因子日T收盘后形成，T+1开盘可用,0.0223983065392757,orthogonalized_predictor,B,9.0
feature_available_count,全体入选因子,0,逐行统计原始可用特征数,数据质量标签,刻画该品种日在模型输入端的信息完整度,与源因子同步,0.0,quality_flag,C,
basis__cs_robust_z,基差,7,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；基差仅在单位可比且 spot_price_age_days<=30 时计算；模型折内再次仅用训练期缩放,基差与现货,现货相对期货强弱反映近端供需,因子日T收盘后形成，T+1开盘可用,0.14762361977916466,predictor,A,
basis__missing,基差,7,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,A,
basis_change_5__cs_robust_z,基差,7,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；基差仅在单位可比且 spot_price_age_days<=30 时计算；模型折内再次仅用训练期缩放,基差与现货,短期基差变化刻画现货相对期货的边际收紧或走弱,因子日T收盘后形成，T+1开盘可用,0.15034876168422243,predictor,B,
basis_change_5__missing,基差,7,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,
basis_change_20__cs_robust_z,基差,7,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；基差仅在单位可比且 spot_price_age_days<=30 时计算；模型折内再次仅用训练期缩放,基差与现货,中期基差变化刻画现货相对期货的边际收紧或走弱,因子日T收盘后形成，T+1开盘可用,0.15664623986896728,predictor,B,
basis_change_20__missing,基差,7,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,
basis_shock_20__cs_robust_z,基差冲击,8,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；基差仅在单位可比且 spot_price_age_days<=30 时计算；模型折内再次仅用训练期缩放,基差与现货,异常基差变化可能代表供需新息,因子日T收盘后形成，T+1开盘可用,0.15318686283923075,predictor,B,
basis_shock_20__missing,基差冲击,8,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,
spot_age_days__cs_robust_z,现货数据质量,0,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；基差仅在单位可比且 spot_price_age_days<=30 时计算；模型折内再次仅用训练期缩放,数据质量标签,现货报价陈旧天数；越大表示沿用越久,因子日T收盘后形成，T+1开盘可用,0.011126486120132163,quality_flag,C,
spot_age_days__missing,现货数据质量,0,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,C,
spot_stale,现货数据质量,0,现货陈旧0/1标记；缺失填0,数据质量标签,现货年龄超过30日的陈旧标记,因子日T收盘后形成，T+1开盘可用,0.011126486120132163,quality_flag,C,
