factor_no,factor_id,factor_name,category,protocol_role,usage_type,economic_meaning,formula,expected_direction,data_source,implementation_status,unavailable_reason,binary,available,development_coverage,development_missing_rate,development_unique_values,development_observations,development_instruments,event_feature,raw_available_date,ml_inclusion_rule,factor_name_metric,category_metric,protocol_role_metric,usage_type_metric,economic_meaning_metric,expected_direction_metric,orientation,coverage,ic_observations,ic_mean,rank_ic,ic_std,ic_ir,rank_ic_std,rank_ic_ir,rank_ic_hit_rate,p_ic_gt_002,p_ic_lt_neg002,rank_ic_t_stat,rank_ic_p_value,factor_return,annual_return,annual_volatility,sharpe,max_drawdown,calmar,turnover,t_stat,p_value,annual_return_0bps,sharpe_0bps,annual_return_3bps,sharpe_3bps,annual_return_5bps,sharpe_5bps,annual_return_10bps,sharpe_10bps,monotonicity,group_return_spread,rank_ic_fdr_q,portfolio_fdr_q,screening_class,enters_ml,ml_inclusion_note,positive_year_rate,yearly_rank_ic_std,delayed_1d_rank_ic,feature_name,correlation_cluster,cluster_representative,max_abs_feature_correlation,evaluated_products,positive_product_rate,median_product_rank_ic,evaluated_sectors,positive_sector_rate,median_sector_rank_ic
11,value_252,价值因子,value_reversion,extension,predictor,价格相对一年滚动历史锚点的反向偏离,-(log_price-rolling_mean_252)/rolling_std_252,positive,主力收盘价,computed,,False,True,0.9447488068679224,0.0552511931320776,66909,66909,30,False,2015-07-10,pre_registered_and_data_quality_pass,价值因子,value_reversion,extension,predictor,价格相对一年滚动历史锚点的反向偏离,positive,1.0,0.9970856270527826,1450,0.0045868410238841,0.0126768926517559,0.27734348531929,0.0165384848272297,0.2764020625561192,0.0458639582299865,0.5082758620689655,0.4668965517241379,0.4758620689655172,0.9447170939662732,0.3449608250223737,-0.1529070810540195,-0.02842817114883,0.1015942157408109,-0.2332932475134561,-0.2309557072700386,-0.1230892775279683,0.4024137931034482,-0.5717336042324597,0.5679468674569085,-0.0185211766081804,-0.1334567269003283,-0.0244771304333575,-0.1933563012144783,-0.02842817114883,-0.2332932475134561,-0.0382376292113235,-0.3331422001645417,0.1999999999999999,-0.0006747316084441,0.6420691664945198,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.0254033820309416,0.0096171153116452,value_252__csz,17.0,value_252__csz,0.6617445441988241,30,0.6666666666666666,0.022727464788525,4,0.0,-0.0143656218426359
12,short_reversal_5,短期反转,value_reversion,extension,predictor,过去五日过度反应后的修复,-log_return_5,positive,实际主力合约收益,computed,,False,True,0.993547202846573,0.0064527971534269,69915,70365,30,False,2015-01-12,pre_registered_and_data_quality_pass,短期反转,value_reversion,extension,predictor,过去五日过度反应后的修复,positive,1.0,0.9998843502798724,1450,0.0216340130868762,0.0182237166630076,0.304305633431101,0.0710930416993889,0.2745624223994336,0.0663736738033867,0.5262068965517241,0.4993103448275862,0.4489655172413793,1.6495348659104296,0.099254852727255,-0.0374384136145741,-0.0066095236206767,0.107629178575823,-0.0077899403680835,-0.2451596676662865,-0.0269600774205394,1.577471264367816,-0.0191295537106887,0.98475095540502,0.0336807858432488,0.361908530421329,0.0093185704809954,0.1400042371629794,-0.0066095236206767,-0.0077899403680835,-0.0453604208532787,-0.3767322011889905,0.3,0.001139076273059,0.4591821292058093,0.98475095540502,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.8333333333333334,0.0175822272078997,0.0144046551186333,short_reversal_5__csz,19.0,short_reversal_5__csz,0.3165080627066445,30,0.7,0.0161660752978817,4,0.75,0.0145747875764176
13,inventory_scarcity,库存稀缺因子,inventory_fundamental,extension,predictor,库存相对历史同期的稀缺程度,-seasonal_z(stock_current),positive,库存、观察日与数据年龄,computed,,False,True,0.2287142413374375,0.7712857586625625,14533,16198,8,False,2016-01-19,pre_registered_and_data_quality_pass,库存稀缺因子,inventory_fundamental,extension,predictor,库存相对历史同期的稀缺程度,positive,1.0,0.2662025257898875,1403,-0.0087258280831702,-0.0034226861589845,0.3689299233141135,-0.0236517222695999,0.3610551788894211,-0.0094796761246091,0.4846756949394155,0.4739843193157519,0.4861012116892373,-0.2061279793430717,0.8367208714377803,0.0127786969188263,0.0022401487919045,0.1362232946353377,0.0838703407596991,-0.2397725380111413,0.0093428080233296,0.2727272727272727,0.2249655426017299,0.822167294790127,0.0091904267135394,0.1345987562271985,0.0050150136801148,0.10413885265007,0.0022401487919045,0.0838703407596991,-0.0046665259292592,0.0333441384523936,-0.4999999999999999,-0.000740122866965,0.889020320112828,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.5,0.0402182777522326,-0.0059981332366793,inventory_scarcity__csz,20.0,inventory_scarcity__csz,0.3308424183938058,8,0.75,0.0426566868003626,1,0.0,-0.0019269331203478
14,inventory_change_5,库存变化因子,inventory_fundamental,extension,predictor,五日库存下降所表示的边际趋紧,-delta_5(stock_current),positive,库存、观察日与数据年龄,computed,,False,True,0.3389765891954477,0.6610234108045523,2937,24007,10,False,2015-01-19,pre_registered_and_data_quality_pass,库存变化因子,inventory_fundamental,extension,predictor,五日库存下降所表示的边际趋紧,positive,1.0,0.3335800527362724,1444,0.0137984971037774,0.0211283368192856,0.3048601681471359,0.0452617250316472,0.3291966975472404,0.0641814968883569,0.5117728531855956,0.4764542936288088,0.4702216066481994,1.4992333374419031,0.1340318436593512,0.3905760884702898,0.0589763502257334,0.0940639726811988,0.6564313733227524,-0.1710988465074412,0.3446916880481044,1.1293103448275863,1.4712106534277214,0.1423221566499532,0.0895237752189421,0.9608611872528936,0.0710936702974422,0.7780949734961535,0.0589763502257334,0.6564313733227524,0.02926540704302,0.3530614264289169,0.8999999999999998,0.0034920328312194,0.4591821292058093,0.9483661619600654,B 辅助预测因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.8333333333333334,0.0307922820574931,0.019674652382723,inventory_change_5__csz,22.0,inventory_change_5__csz,0.9288627433537844,8,0.875,0.0511774299416785,1,1.0,0.0211322674023149
15,inventory_surprise,库存意外／库存新息,information_news,extension,predictor,库存相对仅用历史信息形成的条件预期的标准化意外,-innovation_z(stock_current; prior_60),positive,库存、观察日与数据年龄,computed,,False,True,0.0534720849453559,0.946527915054644,3769,3787,8,True,2015-02-09,pre_registered_and_data_quality_pass,库存意外／库存新息,information_news,extension,predictor,库存相对仅用历史信息形成的条件预期的标准化意外,positive,1.0,0.0553730859971318,252,-0.0289370758087514,-0.0182350718065003,0.3912679452802713,-0.0739571849874474,0.3914242811507612,-0.0465864604844913,0.4563492063492063,0.4404761904761904,0.5158730158730159,-0.802734540069142,0.422887617691146,-0.1050286166845204,-0.1335917230397789,0.1833714399132528,-0.687693232203765,-0.148119641912847,-0.9019176748913812,1.1282051282051282,-0.7323030885508645,0.4684765300516774,-0.1085115915758263,-0.5330462266930339,-0.1236430814516512,-0.6258771745048765,-0.1335917230397789,-0.687693232203765,-0.1579854212346526,-0.8419413617968757,-0.3,-0.0061194782787587,0.6420691664945198,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.5,0.0673479935548859,0.0058646788325003,inventory_surprise__csz,24.0,inventory_surprise__csz,0.2048183198831552,8,0.625,0.0025537795769926,1,1.0,0.0147173124157526
16,warehouse_tightness,仓单紧张因子,inventory_fundamental,extension,predictor,注册仓单相对历史同期的紧张程度,-seasonal_z(warehouse_receipt),positive,注册仓单及观察日,computed,,False,True,0.8148315495185112,0.1851684504814887,55161,57708,30,False,2016-01-12,pre_registered_and_data_quality_pass,仓单紧张因子,inventory_fundamental,extension,predictor,注册仓单相对历史同期的紧张程度,positive,1.0,0.940000925197761,1429,0.0224070997591532,0.0235571048911848,0.2147992869866613,0.1043164531572429,0.2103778351751574,0.1119752224447576,0.5423372988103569,0.5136459062281316,0.4205738278516445,2.451172197305179,0.0143583385796906,0.2385898813890472,0.038427163113003,0.0777124093794255,0.5240327708145758,-0.0726877855626967,0.5286605282514462,0.5191724941724942,1.5825810860709577,0.1146260285861028,0.0520911816369669,0.6923959896234343,0.0438718628762435,0.591386256142733,0.038427163113003,0.5240327708145758,0.0249363677859355,0.3556303827337649,0.0999999999999999,0.0022291926986901,0.1926062803176736,0.9483661619600654,B 辅助预测因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.8333333333333334,0.0250122529499699,0.0241196614991934,warehouse_tightness__csz,26.0,warehouse_tightness__csz,0.6232334881208775,30,0.8,0.0290789742345894,4,0.75,0.0248681723243197
17,tightness_composite,供需紧张度,inventory_fundamental,extension,predictor,仓单、库存、基差和Carry的等权看多方向组合,"mean(-inventory_z,-warehouse_z,basis_z,carry_z)",positive,库存、仓单、现货、期限结构,computed,,False,True,0.7056140747225439,0.2943859252774561,49973,49973,28,False,2016-01-12,pre_registered_and_data_quality_pass,供需紧张度,inventory_fundamental,extension,predictor,仓单、库存、基差和Carry的等权看多方向组合,positive,1.0,0.7826016561039922,1381,0.0097385155700352,0.0184196434437092,0.2926930869148703,0.0332721065354976,0.2721215854208429,0.0676890200210422,0.5257060101375814,0.498189717595945,0.4489500362056481,1.4620903076436704,0.1439441428085645,0.0015967748545404,0.0002851940955599,0.0872221908891101,0.0468415678803294,-0.1757345210655705,0.0016228689379335,0.5132978723404256,0.1167610062884882,0.9071328505704974,0.0133142261402101,0.1953279934001544,0.005477133542771,0.1062042962984589,0.0002851940955599,0.0468415678803294,-0.0125808255330123,-0.101346258685473,1.0,0.0008710312104878,0.4591821292058093,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.0416802644139303,0.0174852197510169,tightness_composite__csz,28.0,tightness_composite__csz,0.94032837296474,28,0.75,0.0353703393820534,3,0.6666666666666666,0.0238578074464715
18,oi_growth_20,持仓量增长,trading_liquidity,core,conditional,未平仓合约数量的二十日增长,log(OI_t)-log(OI_t-20),mixed,主力持仓量,computed,,False,True,0.9869814464431956,0.0130185535568043,69314,69900,30,False,2015-02-02,pre_registered_and_data_quality_pass,持仓量增长,trading_liquidity,core,conditional,未平仓合约数量的二十日增长,mixed,1.0,0.9995374011194892,1450,0.0075059557812976,0.0144730621201291,0.2153350186882149,0.0348571069723017,0.2144687561644295,0.0674833126230886,0.5186206896551724,0.4703448275862069,0.4489655172413793,1.4496172527316855,0.1473816753564645,0.0424169964753462,0.0072458471393348,0.0760851735038188,0.1328169958530103,-0.2087362811887204,0.0347129262726675,0.9689655172413794,0.3497845196185044,0.7267551799375966,0.0321280738088689,0.4532133056089977,0.0171274782611696,0.2610704019853896,0.0072458471393348,0.1328169958530103,-0.017048971708469,-0.1883057136650732,0.7999999999999999,0.001329975119399,0.4591821292058093,0.9483661619600654,C 条件变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.0234402085849045,0.0150004901654462,oi_growth_20__csz,30.0,oi_growth_20__csz,0.2984299702903455,30,0.7,0.017366061169715,4,0.5,-0.0170470548957458
19,price_oi_interaction_20,价格—持仓量交互,trading_liquidity,core,predictor,价格方向和新增持仓方向的联合变化,log_return_20*oi_growth_20,mixed,实际主力合约收益、持仓量,computed,,False,True,0.9805427691960126,0.0194572308039874,69267,69444,30,False,2015-02-02,pre_registered_and_data_quality_pass,价格—持仓量交互,trading_liquidity,core,predictor,价格方向和新增持仓方向的联合变化,mixed,1.0,0.9995374011194892,1450,0.0012866715438031,0.0054817981220607,0.2632304901015616,0.0048880034501577,0.2265415756608212,0.0241977575465797,0.5096551724137931,0.4731034482758621,0.4655172413793103,0.537805460731971,0.5907939491025249,0.0619761797585218,0.0105052353285286,0.0834799181066537,0.1666480444745384,-0.1458194677835935,0.0720427490801102,1.0885057471264366,0.4068980709867575,0.6843840400578793,0.0385928618893263,0.4950564349744858,0.0216499236779661,0.2980451902397763,0.0105052353285286,0.1666480444745384,-0.0168385114660474,-0.1619713748931259,0.1999999999999999,0.001436675935415,0.7151716225977933,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.0236783980740918,0.0055086742822671,price_oi_interaction_20__csz,32.0,price_oi_interaction_20__csz,0.1783250002312701,30,0.5,-0.0003425773902021,4,0.5,0.009430420994007
20,hedging_pressure,套保压力,trading_liquidity,core,predictor,商业交易者净持仓压力,(commercial_long-commercial_short)/OI,mixed,可靠交易者分类持仓,unavailable,data_final_raw没有商业/非商业交易者分类持仓,False,False,0.0,1.0,0,0,0,False,,unavailable_required_data_missing,套保压力,trading_liquidity,core,predictor,商业交易者净持仓压力,mixed,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 数据不足无法判断,False,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,,,,,,,,0,,,0,,
