factor_no,factor_id,factor_name,category,protocol_role,usage_type,economic_meaning,formula,expected_direction,data_source,implementation_status,unavailable_reason,binary,available,development_coverage,development_missing_rate,development_unique_values,development_observations,development_instruments,event_feature,raw_available_date,ml_inclusion_rule,factor_name_metric,category_metric,protocol_role_metric,usage_type_metric,economic_meaning_metric,expected_direction_metric,orientation,coverage,ic_observations,ic_mean,rank_ic,ic_std,ic_ir,rank_ic_std,rank_ic_ir,rank_ic_hit_rate,p_ic_gt_002,p_ic_lt_neg002,rank_ic_t_stat,rank_ic_p_value,factor_return,annual_return,annual_volatility,sharpe,max_drawdown,calmar,turnover,t_stat,p_value,annual_return_0bps,sharpe_0bps,annual_return_3bps,sharpe_3bps,annual_return_5bps,sharpe_5bps,annual_return_10bps,sharpe_10bps,monotonicity,group_return_spread,rank_ic_fdr_q,portfolio_fdr_q,screening_class,enters_ml,ml_inclusion_note,positive_year_rate,yearly_rank_ic_std,delayed_1d_rank_ic,feature_name,correlation_cluster,cluster_representative,max_abs_feature_correlation,evaluated_products,positive_product_rate,median_product_rank_ic,evaluated_sectors,positive_sector_rate,median_sector_rank_ic
11,value_252,价值因子,value_reversion,extension,predictor,价格相对一年滚动历史锚点的反向偏离,-(log_price-rolling_mean_252)/rolling_std_252,positive,主力收盘价,computed,,False,True,0.9447488068679224,0.0552511931320776,66909,66909,30,False,2015-07-10,pre_registered_and_data_quality_pass,价值因子,value_reversion,extension,predictor,价格相对一年滚动历史锚点的反向偏离,positive,1.0,0.9970856270527826,1450,0.004586841023884105,0.012676892651755985,0.27734348531929,0.016538484827229787,0.27640206255611927,0.045863958229986554,0.5082758620689655,0.4668965517241379,0.47586206896551725,0.9447170939662731,0.3449608250223737,-0.1529070810540195,-0.028428171148830006,0.10159421574081096,-0.23329324751345612,-0.23095570727003867,-0.12308927752796835,0.4024137931034482,-0.5717336042324597,0.5679468674569085,-0.018521176608180423,-0.1334567269003283,-0.02447713043335753,-0.19335630121447833,-0.028428171148830006,-0.23329324751345612,-0.038237629211323565,-0.3331422001645417,0.19999999999999998,-0.0006747316084441592,0.6420691664945198,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.02540338203094167,0.00961711531164521,value_252__csz,17.0,value_252__csz,0.6617445441988241,30,0.6666666666666666,0.02272746478852502,4,0.0,-0.014365621842635918
12,short_reversal_5,短期反转,value_reversion,extension,predictor,过去五日过度反应后的修复,-log_return_5,positive,实际主力合约收益,computed,,False,True,0.993547202846573,0.006452797153426948,69915,70365,30,False,2015-01-12,pre_registered_and_data_quality_pass,短期反转,value_reversion,extension,predictor,过去五日过度反应后的修复,positive,1.0,0.9998843502798723,1450,0.021634013086876232,0.018223716663007684,0.304305633431101,0.07109304169938895,0.2745624223994336,0.06637367380338671,0.5262068965517241,0.4993103448275862,0.4489655172413793,1.6495348659104296,0.09925485272725507,-0.03743841361457412,-0.006609523620676794,0.10762917857582305,-0.007789940368083575,-0.2451596676662865,-0.0269600774205394,1.577471264367816,-0.019129553710688783,0.98475095540502,0.03368078584324885,0.36190853042132903,0.009318570480995492,0.1400042371629794,-0.006609523620676794,-0.007789940368083575,-0.04536042085327874,-0.37673220118899053,0.3,0.0011390762730590046,0.45918212920580936,0.98475095540502,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.8333333333333334,0.017582227207899762,0.014404655118633378,short_reversal_5__csz,19.0,short_reversal_5__csz,0.31650806270664456,30,0.7,0.016166075297881784,4,0.75,0.01457478757641767
13,inventory_scarcity,库存稀缺因子,inventory_fundamental,extension,predictor,库存相对历史同期的稀缺程度,-seasonal_z(stock_current),positive,库存、观察日与数据年龄,computed,,False,True,0.2287142413374375,0.7712857586625625,14533,16198,8,False,2016-01-19,pre_registered_and_data_quality_pass,库存稀缺因子,inventory_fundamental,extension,predictor,库存相对历史同期的稀缺程度,positive,1.0,0.26620252578988757,1403,-0.008725828083170208,-0.0034226861589845186,0.3689299233141135,-0.02365172226959992,0.3610551788894211,-0.009479676124609116,0.48467569493941554,0.47398431931575197,0.48610121168923737,-0.2061279793430717,0.8367208714377803,0.012778696918826382,0.002240148791904595,0.13622329463533775,0.08387034075969914,-0.2397725380111413,0.00934280802332961,0.2727272727272727,0.22496554260172993,0.822167294790127,0.009190426713539424,0.13459875622719858,0.00501501368011481,0.10413885265007003,0.002240148791904595,0.08387034075969914,-0.004666525929259202,0.03334413845239363,-0.49999999999999994,-0.00074012286696506,0.889020320112828,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.5,0.04021827775223263,-0.005998133236679373,inventory_scarcity__csz,20.0,inventory_scarcity__csz,0.3308424183938058,8,0.75,0.042656686800362664,1,0.0,-0.0019269331203478313
14,inventory_change_5,库存变化因子,inventory_fundamental,extension,predictor,五日库存下降所表示的边际趋紧,-delta_5(stock_current),positive,库存、观察日与数据年龄,computed,,False,True,0.33897658919544776,0.6610234108045523,2937,24007,10,False,2015-01-19,pre_registered_and_data_quality_pass,库存变化因子,inventory_fundamental,extension,predictor,五日库存下降所表示的边际趋紧,positive,1.0,0.3335800527362724,1444,0.013798497103777424,0.02112833681928561,0.3048601681471359,0.04526172503164729,0.3291966975472404,0.06418149688835699,0.5117728531855956,0.47645429362880887,0.47022160664819945,1.4992333374419033,0.13403184365935125,0.3905760884702898,0.05897635022573344,0.09406397268119886,0.6564313733227524,-0.17109884650744123,0.34469168804810446,1.1293103448275863,1.4712106534277214,0.14232215664995324,0.08952377521894217,0.9608611872528936,0.07109367029744229,0.7780949734961535,0.05897635022573344,0.6564313733227524,0.029265407043020053,0.3530614264289169,0.8999999999999998,0.0034920328312194457,0.45918212920580936,0.9483661619600654,B 辅助预测因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.8333333333333334,0.030792282057493153,0.019674652382723087,inventory_change_5__csz,22.0,inventory_change_5__csz,0.9288627433537843,8,0.875,0.05117742994167853,1,1.0,0.021132267402314935
15,inventory_surprise,库存意外／库存新息,information_news,extension,predictor,库存相对仅用历史信息形成的条件预期的标准化意外,-innovation_z(stock_current; prior_60),positive,库存、观察日与数据年龄,computed,,False,True,0.05347208494535596,0.9465279150546441,3769,3787,8,True,2015-02-09,pre_registered_and_data_quality_pass,库存意外／库存新息,information_news,extension,predictor,库存相对仅用历史信息形成的条件预期的标准化意外,positive,1.0,0.055373085997131886,252,-0.02893707580875147,-0.018235071806500386,0.3912679452802713,-0.0739571849874474,0.3914242811507612,-0.04658646048449139,0.45634920634920634,0.44047619047619047,0.5158730158730159,-0.802734540069142,0.422887617691146,-0.10502861668452046,-0.13359172303977895,0.1833714399132528,-0.687693232203765,-0.148119641912847,-0.9019176748913813,1.1282051282051282,-0.7323030885508645,0.46847653005167744,-0.10851159157582635,-0.5330462266930339,-0.12364308145165126,-0.6258771745048765,-0.13359172303977895,-0.687693232203765,-0.15798542123465265,-0.8419413617968757,-0.3,-0.006119478278758789,0.6420691664945198,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.5,0.06734799355488592,0.005864678832500331,inventory_surprise__csz,24.0,inventory_surprise__csz,0.20481831988315524,8,0.625,0.0025537795769926255,1,1.0,0.014717312415752627
16,warehouse_tightness,仓单紧张因子,inventory_fundamental,extension,predictor,注册仓单相对历史同期的紧张程度,-seasonal_z(warehouse_receipt),positive,注册仓单及观察日,computed,,False,True,0.8148315495185112,0.18516845048148878,55161,57708,30,False,2016-01-12,pre_registered_and_data_quality_pass,仓单紧张因子,inventory_fundamental,extension,predictor,注册仓单相对历史同期的紧张程度,positive,1.0,0.940000925197761,1429,0.022407099759153247,0.023557104891184816,0.21479928698666137,0.10431645315724296,0.21037783517515748,0.11197522244475763,0.5423372988103569,0.5136459062281316,0.4205738278516445,2.451172197305179,0.014358338579690643,0.23858988138904724,0.03842716311300309,0.07771240937942554,0.5240327708145758,-0.07268778556269673,0.5286605282514462,0.5191724941724942,1.5825810860709577,0.11462602858610287,0.05209118163696691,0.6923959896234343,0.04387186287624356,0.591386256142733,0.03842716311300309,0.5240327708145758,0.024936367785935554,0.3556303827337649,0.09999999999999999,0.0022291926986901,0.19260628031767363,0.9483661619600654,B 辅助预测因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.8333333333333334,0.025012252949969952,0.024119661499193434,warehouse_tightness__csz,26.0,warehouse_tightness__csz,0.6232334881208775,30,0.8,0.029078974234589466,4,0.75,0.02486817232431974
17,tightness_composite,供需紧张度,inventory_fundamental,extension,predictor,仓单、库存、基差和Carry的等权看多方向组合,"mean(-inventory_z,-warehouse_z,basis_z,carry_z)",positive,库存、仓单、现货、期限结构,computed,,False,True,0.7056140747225439,0.2943859252774561,49973,49973,28,False,2016-01-12,pre_registered_and_data_quality_pass,供需紧张度,inventory_fundamental,extension,predictor,仓单、库存、基差和Carry的等权看多方向组合,positive,1.0,0.7826016561039922,1381,0.009738515570035236,0.018419643443709204,0.2926930869148703,0.03327210653549764,0.2721215854208429,0.06768902002104228,0.5257060101375814,0.498189717595945,0.4489500362056481,1.4620903076436704,0.14394414280856457,0.0015967748545404614,0.00028519409555993747,0.08722219088911018,0.04684156788032942,-0.17573452106557053,0.0016228689379335155,0.5132978723404256,0.11676100628848829,0.9071328505704974,0.013314226140210161,0.19532799340015444,0.005477133542771018,0.10620429629845894,0.00028519409555993747,0.04684156788032942,-0.012580825533012319,-0.10134625868547309,0.9999999999999999,0.0008710312104878739,0.45918212920580936,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.04168026441393039,0.017485219751016964,tightness_composite__csz,28.0,tightness_composite__csz,0.9403283729647399,28,0.75,0.03537033938205342,3,0.6666666666666666,0.023857807446471584
18,oi_growth_20,持仓量增长,trading_liquidity,core,conditional,未平仓合约数量的二十日增长,log(OI_t)-log(OI_t-20),mixed,主力持仓量,computed,,False,True,0.9869814464431956,0.013018553556804369,69314,69900,30,False,2015-02-02,pre_registered_and_data_quality_pass,持仓量增长,trading_liquidity,core,conditional,未平仓合约数量的二十日增长,mixed,1.0,0.9995374011194893,1450,0.007505955781297694,0.014473062120129176,0.21533501868821492,0.0348571069723017,0.21446875616442956,0.06748331262308867,0.5186206896551724,0.4703448275862069,0.4489655172413793,1.4496172527316857,0.1473816753564645,0.04241699647534625,0.007245847139334849,0.07608517350381881,0.13281699585301035,-0.20873628118872045,0.03471292627266752,0.9689655172413794,0.3497845196185044,0.7267551799375966,0.03212807380886895,0.45321330560899775,0.01712747826116967,0.2610704019853896,0.007245847139334849,0.13281699585301035,-0.017048971708469085,-0.18830571366507323,0.7999999999999999,0.0013299751193990399,0.45918212920580936,0.9483661619600654,C 条件变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.02344020858490452,0.015000490165446263,oi_growth_20__csz,30.0,oi_growth_20__csz,0.29842997029034557,30,0.7,0.017366061169715084,4,0.5,-0.01704705489574587
19,price_oi_interaction_20,价格—持仓量交互,trading_liquidity,core,predictor,价格方向和新增持仓方向的联合变化,log_return_20*oi_growth_20,mixed,实际主力合约收益、持仓量,computed,,False,True,0.9805427691960126,0.019457230803987424,69267,69444,30,False,2015-02-02,pre_registered_and_data_quality_pass,价格—持仓量交互,trading_liquidity,core,predictor,价格方向和新增持仓方向的联合变化,mixed,1.0,0.9995374011194893,1450,0.0012866715438031367,0.005481798122060703,0.26323049010156163,0.004888003450157705,0.22654157566082125,0.024197757546579744,0.5096551724137931,0.4731034482758621,0.46551724137931033,0.537805460731971,0.5907939491025249,0.06197617975852188,0.01050523532852865,0.08347991810665374,0.16664804447453843,-0.14581946778359356,0.07204274908011024,1.0885057471264366,0.4068980709867575,0.6843840400578793,0.03859286188932631,0.4950564349744858,0.021649923677966143,0.2980451902397763,0.01050523532852865,0.16664804447453843,-0.016838511466047423,-0.16197137489312596,0.19999999999999998,0.0014366759354150444,0.7151716225977933,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.023678398074091864,0.005508674282267162,price_oi_interaction_20__csz,32.0,price_oi_interaction_20__csz,0.1783250002312701,30,0.5,-0.0003425773902021493,4,0.5,0.009430420994007085
20,hedging_pressure,套保压力,trading_liquidity,core,predictor,商业交易者净持仓压力,(commercial_long-commercial_short)/OI,mixed,可靠交易者分类持仓,unavailable,data_final_raw没有商业/非商业交易者分类持仓,False,False,0.0,1.0,0,0,0,False,,unavailable_required_data_missing,套保压力,trading_liquidity,core,predictor,商业交易者净持仓压力,mixed,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 数据不足无法判断,False,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,,,,,,,,0,,,0,,
