factor_no,factor_id,factor_name,category,protocol_role,usage_type,economic_meaning,formula,expected_direction,data_source,implementation_status,unavailable_reason,binary,available,development_coverage,development_missing_rate,development_unique_values,development_observations,development_instruments,event_feature,raw_available_date,ml_inclusion_rule,factor_name_metric,category_metric,protocol_role_metric,usage_type_metric,economic_meaning_metric,expected_direction_metric,orientation,coverage,ic_observations,ic_mean,rank_ic,ic_std,ic_ir,rank_ic_hit_rate,p_ic_gt_002,p_ic_lt_neg002,rank_ic_t_stat,rank_ic_p_value,factor_return,annual_return,annual_volatility,sharpe,max_drawdown,calmar,turnover,t_stat,p_value,annual_return_0bps,sharpe_0bps,annual_return_3bps,sharpe_3bps,annual_return_5bps,sharpe_5bps,annual_return_10bps,sharpe_10bps,monotonicity,group_return_spread,rank_ic_fdr_q,portfolio_fdr_q,screening_class,enters_ml,ml_inclusion_note,positive_year_rate,yearly_rank_ic_std,delayed_1d_rank_ic,feature_name,correlation_cluster,cluster_representative,max_abs_feature_correlation,evaluated_products,positive_product_rate,median_product_rank_ic,evaluated_sectors,positive_sector_rate,median_sector_rank_ic
11,value_252,价值因子,value_reversion,extension,predictor,价格相对一年滚动历史锚点的反向偏离,-(log_price-rolling_mean_252)/rolling_std_252,positive,主力收盘价,computed,,False,True,0.9447488068679224,0.0552511931320776,66909,66909,30,False,2015-07-10,pre_registered_and_data_quality_pass,价值因子,value_reversion,extension,predictor,价格相对一年滚动历史锚点的反向偏离,positive,1.0,0.9971003820131633,1456,0.004517833749817861,0.012332508813361395,0.2768512247075624,0.016318633788201743,0.5082417582417582,0.46703296703296704,0.47596153846153844,0.9225640193143754,0.3563874070527806,-0.15565562992598803,-0.028781192843543968,0.10125244667902195,-0.23800735971983558,-0.23095570727003867,-0.1246178030573297,0.4013698630136986,-0.585324753071999,0.5587829865507965,-0.018903597588136978,-0.13809227705260096,-0.024841846377889443,-0.19803888527113092,-0.028781192843543968,-0.23800735971983558,-0.038561793566821434,-0.33793569589119093,0.19999999999999998,-0.000690616888705533,0.6541333634655425,0.9819821207204991,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.025741955380716962,0.009260954231566913,value_252__csz,17.0,value_252__csz,0.6617445441988241,30,0.6333333333333333,0.02232772092949381,4,0.0,-0.013832194698726576
12,short_reversal_5,短期反转,value_reversion,extension,predictor,过去五日过度反应后的修复,-log_return_5,positive,实际主力合约收益,computed,,False,True,0.993547202846573,0.006452797153426948,69915,70365,30,False,2015-01-12,pre_registered_and_data_quality_pass,短期反转,value_reversion,extension,predictor,过去五日过度反应后的修复,positive,1.0,0.9998849357941731,1456,0.021287255308753222,0.017891617866053602,0.30389898002017185,0.07004714299251759,0.5260989010989011,0.49793956043956045,0.448489010989011,1.624896321890735,0.10440122975497076,-0.04900653485763096,-0.008635456056684587,0.10732512590522186,-0.02713604475292599,-0.2451596676662865,-0.035223803894363435,1.575228310502283,-0.06682457105728423,0.9467672504143145,0.03151565678964152,0.34305405067461686,0.007237869828548016,0.12085697213209685,-0.008635456056684587,-0.02713604475292599,-0.047254572717413956,-0.39658764998430246,0.3,0.001057308359022491,0.482868666373629,0.9890852074199301,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.8333333333333334,0.017028966391916405,0.013815609092151179,short_reversal_5__csz,19.0,short_reversal_5__csz,0.31650806270664456,30,0.6666666666666666,0.016908239501563817,4,0.75,0.015188709249398559
13,inventory_scarcity,库存稀缺因子,inventory_fundamental,extension,predictor,库存相对历史同期的稀缺程度,-seasonal_z(stock_current),positive,库存、观察日与数据年龄,computed,,False,True,0.2287142413374375,0.7712857586625625,14533,16198,8,False,2016-01-19,pre_registered_and_data_quality_pass,库存稀缺因子,inventory_fundamental,extension,predictor,库存相对历史同期的稀缺程度,positive,1.0,0.2663276108068302,1409,-0.009518083918729343,-0.004236121609454895,0.36853195145264445,-0.02582702498714659,0.48403122782114977,0.47267565649396737,0.4868701206529453,-0.25593723553293213,0.7980366874627359,0.013177051214412927,0.002293549258499672,0.13621383667372958,0.08426241055989492,-0.2397725380111413,0.009565521045588214,0.2708333333333333,0.2274281000626602,0.8202527974148598,0.009195763291420134,0.13464217063736234,0.005049264605313075,0.1043917949780743,0.002293549258499672,0.08426241055989492,-0.004565692387835996,0.03408194546885148,-0.49999999999999994,-0.0007882700978201422,0.874040181506806,0.9819821207204991,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.5,0.04126462013336125,-0.006765781176964179,inventory_scarcity__csz,20.0,inventory_scarcity__csz,0.3308424183938058,8,0.75,0.04371475648479205,1,0.0,-0.00434437569591486
14,inventory_change_5,库存变化因子,inventory_fundamental,extension,predictor,五日库存下降所表示的边际趋紧,-delta_5(stock_current),positive,库存、观察日与数据年龄,computed,,False,True,0.33897658919544776,0.6610234108045523,2937,24007,10,False,2015-01-19,pre_registered_and_data_quality_pass,库存变化因子,inventory_fundamental,extension,predictor,五日库存下降所表示的边际趋紧,positive,1.0,0.333686196897869,1450,0.011656852447438302,0.019492241759307978,0.3060904666796507,0.03808303007240724,0.5096551724137931,0.47448275862068967,0.4724137931034483,1.3794973303051035,0.16795431873865357,0.34831117209537577,0.05293638317468674,0.09426201486431826,0.594504000554291,-0.17109884650744123,0.30939064906194147,1.1284246575342465,1.3318970447193896,0.18393625120046517,0.08328841389393449,0.8978811109172323,0.0649762628439603,0.7157484883537827,0.05293638317468674,0.594504000554291,0.023414938210334357,0.2921682541972411,0.8999999999999998,0.00326526267254801,0.482868666373629,0.9819821207204991,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.8333333333333334,0.031332406006809366,0.018090596953447113,inventory_change_5__csz,22.0,inventory_change_5__csz,0.9288627433537843,8,0.875,0.051146480448294146,1,1.0,0.020109901444897684
15,inventory_surprise,库存意外／库存新息,information_news,extension,predictor,库存相对仅用历史信息形成的条件预期的标准化意外,-innovation_z(stock_current; prior_60),positive,库存、观察日与数据年龄,computed,,False,True,0.05347208494535596,0.9465279150546441,3769,3787,8,True,2015-02-09,pre_registered_and_data_quality_pass,库存意外／库存新息,information_news,extension,predictor,库存相对仅用历史信息形成的条件预期的标准化意外,positive,1.0,0.055345883002715514,252,-0.02893707580875147,-0.018235071806500386,0.3912679452802713,-0.0739571849874474,0.45634920634920634,0.44047619047619047,0.5158730158730159,-0.802734540069142,0.422887617691146,-0.10502861668452046,-0.13359172303977895,0.1833714399132528,-0.687693232203765,-0.148119641912847,-0.9019176748913813,1.1282051282051282,-0.7323030885508645,0.46847653005167744,-0.10851159157582635,-0.5330462266930339,-0.12364308145165126,-0.6258771745048765,-0.13359172303977895,-0.687693232203765,-0.15798542123465265,-0.8419413617968757,-0.3,-0.006119478278758789,0.6541333634655425,0.9819821207204991,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.5,0.06734799355488592,0.005864678832500331,inventory_surprise__csz,24.0,inventory_surprise__csz,0.20481831988315524,8,0.625,0.0029337523401868465,1,1.0,0.012504639636631032
16,warehouse_tightness,仓单紧张因子,inventory_fundamental,extension,predictor,注册仓单相对历史同期的紧张程度,-seasonal_z(warehouse_receipt),positive,注册仓单及观察日,computed,,False,True,0.8148315495185112,0.18516845048148878,55161,57708,30,False,2016-01-12,pre_registered_and_data_quality_pass,仓单紧张因子,inventory_fundamental,extension,predictor,注册仓单相对历史同期的紧张程度,positive,1.0,0.9401205872877065,1435,0.022812907236857,0.02389732372107973,0.21462710177651492,0.10629089731925574,0.5428571428571428,0.5149825783972125,0.418815331010453,2.4953187982015343,0.012696094854676137,0.2490075125567377,0.03967807092582998,0.07749127025411075,0.5408573798923363,-0.07268778556269673,0.5458698544558869,0.5201967592592592,1.6345535841589978,0.10323900962481625,0.05338528265886011,0.7100239257100208,0.045139940401276446,0.6085330563214034,0.03967807092582998,0.5408573798923363,0.026144971605070788,0.3716446707491109,0.09999999999999999,0.0022831459450273267,0.17316902885868307,0.9497988885483094,B 辅助预测因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.8333333333333334,0.025295148141337025,0.02457810056993574,warehouse_tightness__csz,26.0,warehouse_tightness__csz,0.6232334881208775,30,0.8,0.028245537586237247,4,0.75,0.023818365010031893
17,tightness_composite,供需紧张度,inventory_fundamental,extension,predictor,仓单、库存、基差和Carry的等权看多方向组合,"mean(-inventory_z,-warehouse_z,basis_z,carry_z)",positive,库存、仓单、现货、期限结构,computed,,False,True,0.7056140747225439,0.2943859252774561,49973,49973,28,False,2016-01-12,pre_registered_and_data_quality_pass,供需紧张度,inventory_fundamental,extension,predictor,仓单、库存、基差和Carry的等权看多方向组合,positive,1.0,0.7803884567588715,1386,0.009412294320924193,0.017734765323679333,0.29232170803350205,0.03219841038916439,0.5245310245310245,0.4971139971139971,0.4494949494949495,1.4113695946321725,0.1583602602549387,-0.016175021315918636,-0.0028897818465067893,0.08792367364722609,0.01102086810400057,-0.17573452106557053,-0.016444019245533133,0.5132042253521126,0.027792837422602395,0.9778469671722123,0.010098137869659185,0.15829532312343356,0.002285776152481933,0.06989092943306578,-0.0028897818465067893,0.01102086810400057,-0.01571521501031259,-0.1358900847920189,0.8999999999999998,0.0007384640608424338,0.482868666373629,0.9890852074199301,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.042625069092251784,0.017050708561989654,tightness_composite__csz,28.0,tightness_composite__csz,0.9403283729647399,28,0.75,0.035165009202896044,3,0.6666666666666666,0.020866955291481793
18,oi_growth_20,持仓量增长,trading_liquidity,core,conditional,未平仓合约数量的二十日增长,log(OI_t)-log(OI_t-20),mixed,主力持仓量,computed,,False,True,0.9869814464431956,0.013018553556804369,69314,69900,30,False,2015-02-02,pre_registered_and_data_quality_pass,持仓量增长,trading_liquidity,core,conditional,未平仓合约数量的二十日增长,mixed,1.0,0.9995397431766926,1456,0.008077072056978694,0.015169755258203852,0.21574770910699206,0.03743757971016587,0.5192307692307693,0.47115384615384615,0.448489010989011,1.5138258245729594,0.13028720225852872,0.04601357288608132,0.007794989772302863,0.07604233561737421,0.1400183507782359,-0.20873628118872045,0.037343722557054364,0.9697488584474887,0.370038056304457,0.7116233032474544,0.03271075434084869,0.4608355629671476,0.017689882823604286,0.26844210324294765,0.007794989772302863,0.1400183507782359,-0.01653210904347313,-0.18154204142684843,0.7999999999999999,0.0013525371153439627,0.482868666373629,0.9819821207204991,C 条件变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.02415779511237689,0.015701297367069742,oi_growth_20__csz,30.0,oi_growth_20__csz,0.29842997029034557,30,0.7,0.017568687554228413,4,0.5,-0.01568330787465534
19,price_oi_interaction_20,价格—持仓量交互,trading_liquidity,core,predictor,价格方向和新增持仓方向的联合变化,log_return_20*oi_growth_20,mixed,实际主力合约收益、持仓量,computed,,False,True,0.9805427691960126,0.019457230803987424,69267,69444,30,False,2015-02-02,pre_registered_and_data_quality_pass,价格—持仓量交互,trading_liquidity,core,predictor,价格方向和新增持仓方向的联合变化,mixed,1.0,0.9995397431766926,1456,0.0017932465961055318,0.005470515119067148,0.2629855095768548,0.006818803815430272,0.5096153846153846,0.47458791208791207,0.4642857142857143,0.5384890655552622,0.5903218202204588,0.0577129248334165,0.00973160715778798,0.08326839557189457,0.15766240179788626,-0.14581946778359356,0.06673736576950326,1.0873287671232876,0.3862057428141254,0.6996265187641021,0.037767090406771286,0.48653068164373997,0.020855703307421924,0.28924692333145374,0.00973160715778798,0.15766240179788626,-0.01756216909744024,-0.17144494904631252,0.19999999999999998,0.0014058053470122494,0.7377402398014862,0.9819821207204991,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.023677941695968145,0.0053691425466781345,price_oi_interaction_20__csz,32.0,price_oi_interaction_20__csz,0.1783250002312701,30,0.5,0.0005566565094850434,4,0.5,0.008809780799615849
20,hedging_pressure,套保压力,trading_liquidity,core,predictor,商业交易者净持仓压力,(commercial_long-commercial_short)/OI,mixed,可靠交易者分类持仓,unavailable,data_final_raw没有商业/非商业交易者分类持仓,False,False,0.0,1.0,0,0,0,False,,unavailable_required_data_missing,套保压力,trading_liquidity,core,predictor,商业交易者净持仓压力,mixed,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 数据不足无法判断,False,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,,,,,,,,0,,,0,,
21,volume_shock_20,成交量冲击,trading_liquidity,core,conditional,成交量相对历史正常水平的异常,zscore(log_volume; prior_20),mixed,主力成交量,computed,,False,True,0.9831549518511197,0.016845048148880326,69628,69629,30,False,2015-01-19,pre_registered_and_data_quality_pass,成交量冲击,trading_liquidity,core,conditional,成交量相对历史正常水平的异常,mixed,1.0,0.9997468587471809,1456,0.00786855937198913,0.006454360928272613,0.2236910552084214,0.03517601257975066,0.5123626373626373,0.47527472527472525,0.45054945054945056,0.7783046153238817,0.4365160007700396,-0.20106968145840953,-0.03800510037711635,0.07639204415378166,-0.46887951312506365,-0.21102965814550478,-0.18009364518285798,1.4340182648401827,-1.2126787665113252,0.22623621275638833,-0.002587431024258402,0.004171422062546574,-0.0239883683833213,-0.27968823263785825,-0.03800510037711635,-0.46887951312506365,-0.0721899937702537,-0.9415897843754814,0.49999999999999994,4.130852585206143e-05,0.6541333634655425,0.9819821207204991,C 条件变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.019997063536726683,0.0076200163735454475,volume_shock_20__csz,34.0,volume_shock_20__csz,0.42653813484005376,30,0.5333333333333333,0.004292197904937008,4,0.25,-0.003916827429703386
